EZABPQM;Tranche_Debut;Tranche_Fin;Mnémo;Territoire;Date_Attribution
0220032;0220032000;0220032999;BJTP;Métropole;23/03/2022
0220033;0220033000;0220033999;BJTP;Métropole;23/03/2022
0220040;0220040000;0220040999;MIXW;Métropole;07/08/2024
0220041;0220041000;0220041999;MIXW;Métropole;07/08/2024
0220042;0220042000;0220042999;MIXW;Métropole;07/08/2024
0220043;0220043000;0220043999;MIXW;Métropole;07/08/2024
0220044;0220044000;0220044999;MIXW;Métropole;07/08/2024
0220045;0220045000;0220045999;MIXW;Métropole;07/08/2024
0220046;0220046000;0220046999;MIXW;Métropole;07/08/2024
0220047;0220047000;0220047999;MIXW;Métropole;07/08/2024
0220048;0220048000;0220048999;RNKL;Métropole;13/02/2025
0220049;0220049000;0220049999;MIXW;Métropole;07/08/2024
0220050;0220050000;0220050999;AIRC;Métropole;19/04/2022
0220051;0220051000;0220051999;AIRC;Métropole;19/04/2022
0220052;0220052000;0220052999;AIRC;Métropole;19/04/2022
0220053;0220053000;0220053999;AIRC;Métropole;19/04/2022
0220054;0220054000;0220054999;AIRC;Métropole;19/04/2022
0220055;0220055000;0220055999;FRSP;Métropole;02/04/2026
0220056;0220056000;0220056999;FRSP;Métropole;02/04/2026
0220057;0220057000;0220057999;FRSP;Métropole;02/04/2026
0220058;0220058000;0220058999;FRSP;Métropole;02/04/2026
0220059;0220059000;0220059999;FRSP;Métropole;02/04/2026
0220060;0220060000;0220060999;AIRC;Métropole;19/04/2022
0220061;0220061000;0220061999;AIRC;Métropole;19/04/2022
0220062;0220062000;0220062999;AIRC;Métropole;19/04/2022
0220063;0220063000;0220063999;AIRC;Métropole;19/04/2022
0220064;0220064000;0220064999;AIRC;Métropole;19/04/2022
022007;0220070000;0220079999;THEC;Métropole;16/12/2024
0220090;0220090000;0220090999;BOUY;Métropole;09/11/2022
0220091;0220091000;0220091999;BOUY;Métropole;09/11/2022
0220092;0220092000;0220092999;BOUY;Métropole;09/11/2022
0220093;0220093000;0220093999;BOUY;Métropole;09/11/2022
0220094;0220094000;0220094999;BOUY;Métropole;09/11/2022
0221000;0221000000;0221000999;RMII;Métropole;30/11/2023
0221001;0221001000;0221001999;RMII;Métropole;30/11/2023
0221002;0221002000;0221002999;RMII;Métropole;30/11/2023
0221003;0221003000;0221003999;RMII;Métropole;30/11/2023
0221004;0221004000;0221004999;MBLF;Métropole;08/06/2026
0221005;0221005000;0221005999;RMII;Métropole;30/11/2023
0221008;0221008000;0221008999;RMII;Métropole;30/11/2023
0221009;0221009000;0221009999;RMII;Métropole;30/11/2023
022101;0221010000;0221019999;ALPL;Métropole;02/06/2015
022102;0221020000;0221029999;NETE;Métropole;09/09/2015
022103;0221030000;0221039999;NETE;Métropole;09/09/2015
022104;0221040000;0221049999;IMSD;Métropole;06/10/2015
022106;0221060000;0221069999;ALNI;Métropole;22/10/2015
022107;0221070000;0221079999;SFR0;Métropole;09/11/2015
0221080;0221080000;0221080999;OPEN;Métropole;17/12/2015
022109;0221090000;0221099999;SFR0;Métropole;21/04/2016
022110;0221100000;0221109999;ALPL;Métropole;04/01/2018
022111;0221110000;0221119999;RHOV;Métropole;25/09/2023
022112;0221120000;0221129999;FRTE;Métropole;01/07/2018
022113;0221130000;0221139999;FRTE;Métropole;01/07/2018
022114;0221140000;0221149999;FRTE;Métropole;01/07/2018
022115;0221150000;0221159999;FRTE;Métropole;01/07/2018
022116;0221160000;0221169999;FRTE;Métropole;01/07/2018
022117;0221170000;0221179999;FRTE;Métropole;01/07/2018
022118;0221180000;0221189999;FRTE;Métropole;01/07/2018
022119;0221190000;0221199999;FRTE;Métropole;01/07/2018
022120;0221200000;0221209999;FRTE;Métropole;01/07/2018
022121;0221210000;0221219999;FRTE;Métropole;01/07/2018
022122;0221220000;0221229999;FRTE;Métropole;01/07/2018
022123;0221230000;0221239999;FRTE;Métropole;01/07/2018
022124;0221240000;0221249999;FRTE;Métropole;01/07/2018
022125;0221250000;0221259999;FRTE;Métropole;01/07/2018
022126;0221260000;0221269999;FRTE;Métropole;01/07/2018
022127;0221270000;0221279999;SFR0;Métropole;20/10/2016
022128;0221280000;0221289999;UPCF;Métropole;19/01/2017
022129;0221290000;0221299999;UPCF;Métropole;19/01/2017
022130;0221300000;0221309999;UPCF;Métropole;19/01/2017
022131;0221310000;0221319999;SEWA;Métropole;01/01/2019
022132;0221320000;0221329999;ALPL;Métropole;09/02/2017
022133;0221330000;0221339999;SFR0;Métropole;13/04/2017
022134;0221340000;0221349999;VASO;Métropole;06/07/2017
0221350;0221350000;0221350999;PJT3;Métropole;10/08/2017
0221360;0221360000;0221360999;PJT3;Métropole;10/08/2017
0221380;0221380000;0221380999;PJT3;Métropole;10/08/2017
0221410;0221410000;0221410999;PJT3;Métropole;10/08/2017
0221420;0221420000;0221420999;PJT3;Métropole;10/08/2017
0221430;0221430000;0221430999;PJT3;Métropole;10/08/2017
0221440;0221440000;0221440999;PJT3;Métropole;10/08/2017
0221470;0221470000;0221470999;PJT3;Métropole;10/08/2017
0221490;0221490000;0221490999;PJT3;Métropole;10/08/2017
0221500;0221500000;0221500999;PJT3;Métropole;10/08/2017
0221510;0221510000;0221510999;PJT3;Métropole;10/08/2017
0221511;0221511000;0221511999;PJT3;Métropole;10/08/2017
0221519;0221519000;0221519999;PJT3;Métropole;10/08/2017
0221520;0221520000;0221520999;PJT3;Métropole;10/08/2017
0221530;0221530000;0221530999;PJT3;Métropole;10/08/2017
0221550;0221550000;0221550999;PJT3;Métropole;10/08/2017
0221560;0221560000;0221560999;PJT3;Métropole;10/08/2017
0221570;0221570000;0221570999;PJT3;Métropole;10/08/2017
022158;0221580000;0221589999;ALPL;Métropole;07/09/2017
022159;0221590000;0221599999;KIOS;Métropole;05/10/2017
022160;0221600000;0221609999;KIOS;Métropole;05/10/2017
0221610;0221610000;0221610999;OPEN;Métropole;28/12/2017
0221619;0221619000;0221619999;OPEN;Métropole;28/12/2017
0221620;0221620000;0221620999;OPEN;Métropole;28/12/2017
0221629;0221629000;0221629999;OPEN;Métropole;28/12/2017
022163;0221630000;0221639999;COLT;Métropole;18/01/2018
022164;0221640000;0221649999;LGC;Métropole;15/02/2018
022165;0221650000;0221659999;ALPL;Métropole;22/02/2018
022166;0221660000;0221669999;SFR0;Métropole;08/03/2018
022167;0221670000;0221679999;SFR0;Métropole;08/03/2018
022168;0221680000;0221689999;SFR0;Métropole;08/03/2018
0221690;0221690000;0221690999;OPEN;Métropole;22/03/2018
0221699;0221699000;0221699999;OPEN;Métropole;22/03/2018
022170;0221700000;0221709999;AXLY;Métropole;03/08/2018
022171;0221710000;0221719999;ALPL;Métropole;18/10/2018
022173;0221730000;0221739999;DGLP;Métropole;01/10/2020
0221740;0221740000;0221740999;NNTE;Métropole;19/07/2024
0221741;0221741000;0221741999;SFR0;Métropole;23/01/2020
0221742;0221742000;0221742999;COLO;Métropole;24/08/2026
0221743;0221743000;0221743999;SFR0;Métropole;23/01/2020
0221744;0221744000;0221744999;SFR0;Métropole;23/01/2020
0221745;0221745000;0221745999;SFR0;Métropole;23/01/2020
0221746;0221746000;0221746999;SFR0;Métropole;23/01/2020
0221747;0221747000;0221747999;SFR0;Métropole;23/01/2020
0221748;0221748000;0221748999;SFR0;Métropole;23/01/2020
0221749;0221749000;0221749999;SFR0;Métropole;23/01/2020
0221759;0221759000;0221759999;SFR0;Métropole;23/01/2020
022176;0221760000;0221769999;SVCM;Métropole;24/01/2020
0221770;0221770000;0221770999;ALPL;Métropole;03/02/2020
0221800;0221800000;0221800999;COLT;Métropole;21/09/2020
0221810;0221810000;0221810999;SVCM;Métropole;29/12/2020
0221811;0221811000;0221811999;SVCM;Métropole;29/12/2020
0221812;0221812000;0221812999;SVCM;Métropole;29/12/2020
0221813;0221813000;0221813999;SVCM;Métropole;29/12/2020
0221814;0221814000;0221814999;SVCM;Métropole;29/12/2020
0221820;0221820000;0221820999;TLCZ;Métropole;17/07/2023
0221821;0221821000;0221821999;HETE;Métropole;24/07/2023
0221822;0221822000;0221822999;TRCK;Métropole;02/08/2023
0221823;0221823000;0221823999;ELTT;Métropole;28/01/2026
0221824;0221824000;0221824999;SNXS;Métropole;21/10/2025
0221825;0221825000;0221825999;AVXI;Métropole;26/09/2023
0221826;0221826000;0221826999;TWIL;Métropole;28/04/2026
0221827;0221827000;0221827999;HSFT;Métropole;02/10/2023
0221828;0221828000;0221828999;SDIR;Métropole;05/01/2026
0221829;0221829000;0221829999;INOX;Métropole;16/11/2023
022183;0221830000;0221839999;ALCC;Métropole;18/01/2023
0221840;0221840000;0221840999;ALPL;Métropole;14/01/2021
0221846;0221846000;0221846999;ALPL;Métropole;04/11/2025
0221847;0221847000;0221847999;INOX;Métropole;07/09/2026
0221848;0221848000;0221848999;INOX;Métropole;07/09/2026
0221849;0221849000;0221849999;INOX;Métropole;07/09/2026
022185;0221850000;0221859999;TEIR;Métropole;23/01/2025
022186;0221860000;0221869999;SFR0;Métropole;19/01/2021
0221870;0221870000;0221870999;QWLK;Métropole;29/04/2026
0221871;0221871000;0221871999;QWLK;Métropole;29/04/2026
0221872;0221872000;0221872999;OPTC;Métropole;23/02/2021
0221873;0221873000;0221873999;OPTC;Métropole;23/02/2021
022188;0221880000;0221889999;SFR0;Métropole;12/05/2021
0221890;0221890000;0221890999;OPEN;Métropole;07/05/2025
0221899;0221899000;0221899999;OPEN;Métropole;07/05/2025
022190;0221900000;0221909999;PHGS;Métropole;30/06/2021
022192;0221920000;0221929999;SFR0;Métropole;26/09/2023
0221930;0221930000;0221930999;NXFR;Métropole;13/09/2023
022196;0221960000;0221969999;PLUG;Métropole;10/12/2021
0221970;0221970000;0221970999;NXFR;Métropole;12/01/2022
0221980;0221980000;0221980999;NXFR;Métropole;24/01/2022
0221990;0221990000;0221990999;OPEN;Métropole;11/02/2022
0221999;0221999000;0221999999;OPEN;Métropole;11/02/2022
0222000;0222000000;0222000999;COMP;Métropole;06/07/2006
0222001;0222001000;0222001999;COMP;Métropole;06/07/2006
0222010;0222010000;0222010999;COMP;Métropole;06/07/2006
0222020;0222020000;0222020999;COMP;Métropole;06/07/2006
0222030;0222030000;0222030999;COMP;Métropole;06/07/2006
0222038;0222038000;0222038999;COMP;Métropole;06/07/2006
0222040;0222040000;0222040999;COMP;Métropole;06/07/2006
0222050;0222050000;0222050999;COMP;Métropole;06/07/2006
022206;0222060000;0222069999;COMP;Métropole;13/07/2006
022207;0222070000;0222079999;SFR0;Métropole;08/12/2011
022208;0222080000;0222089999;SFR0;Métropole;08/12/2011
022209;0222090000;0222099999;SFR0;Métropole;08/12/2011
022210;0222100000;0222109999;FREE;Métropole;08/01/2009
022211;0222110000;0222119999;COMP;Métropole;21/11/2006
022212;0222120000;0222129999;SFR0;Métropole;08/12/2011
022213;0222130000;0222139999;SFR0;Métropole;08/12/2011
022214;0222140000;0222149999;SFR0;Métropole;08/12/2011
022215;0222150000;0222159999;SFR0;Métropole;08/12/2011
022216;0222160000;0222169999;SFR0;Métropole;08/12/2011
022217;0222170000;0222179999;SFR0;Métropole;08/12/2011
022218;0222180000;0222189999;SFR0;Métropole;08/12/2011
022219;0222190000;0222199999;SFR0;Métropole;08/12/2011
022220;0222200000;0222209999;COMP;Métropole;21/11/2006
022221;0222210000;0222219999;SFR0;Métropole;08/12/2011
022222;0222220000;0222229999;COMP;Métropole;21/11/2006
022223;0222230000;0222239999;COMP;Métropole;21/11/2006
022224;0222240000;0222249999;SFR0;Métropole;08/12/2011
022225;0222250000;0222259999;SFR0;Métropole;08/12/2011
022226;0222260000;0222269999;SFR0;Métropole;08/12/2011
022227;0222270000;0222279999;SFR0;Métropole;08/12/2011
022228;0222280000;0222289999;SFR0;Métropole;08/12/2011
022229;0222290000;0222299999;COMP;Métropole;21/11/2006
022230;0222300000;0222309999;SFR0;Métropole;08/12/2011
022231;0222310000;0222319999;SFR0;Métropole;08/12/2011
022232;0222320000;0222329999;SFR0;Métropole;08/12/2011
022233;0222330000;0222339999;COMP;Métropole;21/11/2006
022234;0222340000;0222349999;SFR0;Métropole;08/12/2011
022235;0222350000;0222359999;COMP;Métropole;21/11/2006
022236;0222360000;0222369999;SFR0;Métropole;08/12/2011
022237;0222370000;0222379999;SFR0;Métropole;08/12/2011
022238;0222380000;0222389999;SFR0;Métropole;08/12/2011
022239;0222390000;0222399999;SFR0;Métropole;08/12/2011
022240;0222400000;0222409999;SFR0;Métropole;08/12/2011
022241;0222410000;0222419999;SFR0;Métropole;08/12/2011
022242;0222420000;0222429999;SFR0;Métropole;08/12/2011
022243;0222430000;0222439999;SFR0;Métropole;08/12/2011
022244;0222440000;0222449999;BJTP;Métropole;07/12/2006
022245;0222450000;0222459999;SFR0;Métropole;08/12/2011
022246;0222460000;0222469999;SFR0;Métropole;08/12/2011
022247;0222470000;0222479999;SFR0;Métropole;08/12/2011
022248;0222480000;0222489999;SFR0;Métropole;08/12/2011
022249;0222490000;0222499999;SFR0;Métropole;08/12/2011
022250;0222500000;0222509999;COMP;Métropole;20/12/2011
022251;0222510000;0222519999;COMP;Métropole;20/12/2011
022252;0222520000;0222529999;COMP;Métropole;03/05/2007
022253;0222530000;0222539999;COMP;Métropole;03/05/2007
022254;0222540000;0222549999;GRPH;Métropole;20/06/2019
022255;0222550000;0222559999;SFR0;Métropole;08/12/2011
022256;0222560000;0222569999;SFR0;Métropole;08/12/2011
022258;0222580000;0222589999;MCI;Métropole;01/01/2018
022259;0222590000;0222599999;MCI;Métropole;01/01/2018
022260;0222600000;0222609999;MCI;Métropole;01/01/2018
022261;0222610000;0222619999;MCI;Métropole;01/01/2018
022262;0222620000;0222629999;MCI;Métropole;01/01/2018
022263;0222630000;0222639999;MCI;Métropole;01/01/2018
022264;0222640000;0222649999;MCI;Métropole;01/01/2018
022265;0222650000;0222659999;MCI;Métropole;01/01/2018
022266;0222660000;0222669999;PHON;Métropole;26/07/2007
022267;0222670000;0222679999;MCI;Métropole;01/01/2018
022268;0222680000;0222689999;MCI;Métropole;01/01/2018
022269;0222690000;0222699999;MCI;Métropole;01/01/2018
022270;0222700000;0222709999;COMP;Métropole;17/01/2012
022271;0222710000;0222719999;COMP;Métropole;17/01/2012
022272;0222720000;0222729999;COMP;Métropole;17/01/2012
022273;0222730000;0222739999;COMP;Métropole;17/01/2012
022274;0222740000;0222749999;COMP;Métropole;17/01/2012
022275;0222750000;0222759999;COMP;Métropole;17/01/2012
022276;0222760000;0222769999;COMP;Métropole;17/01/2012
022277;0222770000;0222779999;COMP;Métropole;17/01/2012
022281;0222810000;0222819999;MCI;Métropole;01/01/2018
022282;0222820000;0222829999;MCI;Métropole;01/01/2018
022283;0222830000;0222839999;MCI;Métropole;01/01/2018
022284;0222840000;0222849999;MCI;Métropole;01/01/2018
022285;0222850000;0222859999;MCI;Métropole;01/01/2018
022286;0222860000;0222869999;MCI;Métropole;01/01/2018
022287;0222870000;0222879999;MCI;Métropole;01/01/2018
022288;0222880000;0222889999;COMP;Métropole;06/12/2007
022289;0222890000;0222899999;COMP;Métropole;06/12/2007
0222900;0222900000;0222900999;OPEN;Métropole;23/04/2013
0222910;0222910000;0222910999;OPEN;Métropole;23/04/2013
0222911;0222911000;0222911999;OPEN;Métropole;23/04/2013
0222912;0222912000;0222912999;OPEN;Métropole;23/04/2013
0222913;0222913000;0222913999;DVSC;Métropole;30/07/2026
0222914;0222914000;0222914999;OPEN;Métropole;23/04/2013
022292;0222920000;0222929999;SFR0;Métropole;08/12/2011
022293;0222930000;0222939999;SFR0;Métropole;08/12/2011
022294;0222940000;0222949999;OVH;Métropole;02/04/2013
022295;0222950000;0222959999;COMP;Métropole;24/01/2008
022296;0222960000;0222969999;COMP;Métropole;24/01/2008
022297;0222970000;0222979999;COMP;Métropole;24/01/2008
022298;0222980000;0222989999;COMP;Métropole;24/01/2008
022299;0222990000;0222999999;COMP;Métropole;24/01/2008
0223;0223000000;0223999999;FRTE;Métropole;01/01/2017
0227;0227000000;0227999999;FRTE;Métropole;01/01/2017
0228;0228000000;0228999999;FRTE;Métropole;01/01/2017
0229;0229000000;0229999999;FRTE;Métropole;01/01/2017
023000;0230000000;0230009999;COMP;Métropole;24/01/2008
023001;0230010000;0230019999;UPCF;Métropole;01/05/2014
023002;0230020000;0230029999;UPCF;Métropole;01/05/2014
023003;0230030000;0230039999;IPDI;Métropole;04/08/2016
023004;0230040000;0230049999;FRTE;Métropole;01/07/2018
023005;0230050000;0230059999;BRET;Métropole;20/03/2008
023006;0230060000;0230069999;BRET;Métropole;20/03/2008
023007;0230070000;0230079999;BRET;Métropole;20/03/2008
023008;0230080000;0230089999;BRET;Métropole;20/03/2008
023009;0230090000;0230099999;BRET;Métropole;20/03/2008
02301;0230100000;0230199999;BOUY;Métropole;13/03/2008
023020;0230200000;0230209999;BOUY;Métropole;13/03/2008
023021;0230210000;0230219999;BOUY;Métropole;13/03/2008
023022;0230220000;0230229999;BOUY;Métropole;13/03/2008
023023;0230230000;0230239999;BOUY;Métropole;13/03/2008
023024;0230240000;0230249999;BOUY;Métropole;13/03/2008
023025;0230250000;0230259999;BRET;Métropole;20/03/2008
023026;0230260000;0230269999;BRET;Métropole;20/03/2008
023027;0230270000;0230279999;BRET;Métropole;20/03/2008
023028;0230280000;0230289999;BRET;Métropole;20/03/2008
023029;0230290000;0230299999;BRET;Métropole;20/03/2008
023030;0230300000;0230309999;BRET;Métropole;20/03/2008
023031;0230310000;0230319999;BRET;Métropole;20/03/2008
023032;0230320000;0230329999;VOIM;Métropole;12/06/2024
023033;0230330000;0230339999;COMP;Métropole;17/07/2008
023034;0230340000;0230349999;COMP;Métropole;17/07/2008
023035;0230350000;0230359999;COMP;Métropole;17/07/2008
023036;0230360000;0230369999;COMP;Métropole;17/07/2008
023037;0230370000;0230379999;COMP;Métropole;17/07/2008
023038;0230380000;0230389999;COMP;Métropole;17/07/2008
023039;0230390000;0230399999;COMP;Métropole;17/07/2008
02304;0230400000;0230499999;COMP;Métropole;17/07/2008
023050;0230500000;0230509999;COMP;Métropole;17/07/2008
023051;0230510000;0230519999;COMP;Métropole;17/07/2008
023052;0230520000;0230529999;COMP;Métropole;17/07/2008
023053;0230530000;0230539999;COMP;Métropole;17/07/2008
023054;0230540000;0230549999;COMP;Métropole;17/07/2008
023055;0230550000;0230559999;COMP;Métropole;17/07/2008
023056;0230560000;0230569999;FRTE;Métropole;01/01/2017
023057;0230570000;0230579999;FRTE;Métropole;01/01/2017
023058;0230580000;0230589999;FRTE;Métropole;01/01/2017
023059;0230590000;0230599999;FRTE;Métropole;01/01/2017
02306;0230600000;0230699999;FRTE;Métropole;01/01/2017
023070;0230700000;0230709999;FRTE;Métropole;01/01/2017
023071;0230710000;0230719999;FRTE;Métropole;01/01/2017
023072;0230720000;0230729999;FRTE;Métropole;01/01/2017
023073;0230730000;0230739999;FRTE;Métropole;01/01/2017
023074;0230740000;0230749999;FRTE;Métropole;01/01/2017
023075;0230750000;0230759999;FRTE;Métropole;01/01/2017
023076;0230760000;0230769999;FRTE;Métropole;01/01/2017
023077;0230770000;0230779999;FRTE;Métropole;01/01/2017
023078;0230780000;0230789999;FRTE;Métropole;01/01/2017
023079;0230790000;0230799999;INIT;Métropole;04/09/2008
023080;0230800000;0230809999;COMP;Métropole;20/12/2011
023081;0230810000;0230819999;COMP;Métropole;20/12/2011
023082;0230820000;0230829999;SFR0;Métropole;08/12/2011
023083;0230830000;0230839999;UPCF;Métropole;01/05/2014
023084;0230840000;0230849999;COMP;Métropole;20/12/2011
023085;0230850000;0230859999;PHON;Métropole;25/09/2008
023086;0230860000;0230869999;UPCF;Métropole;01/05/2014
023087;0230870000;0230879999;COMP;Métropole;20/12/2011
023088;0230880000;0230889999;VOXB;Métropole;27/05/2008
023089;0230890000;0230899999;COMP;Métropole;20/12/2011
023090;0230900000;0230909999;PHON;Métropole;25/09/2008
023091;0230910000;0230919999;PHON;Métropole;25/09/2008
023092;0230920000;0230929999;COMP;Métropole;20/12/2011
023093;0230930000;0230939999;COMP;Métropole;20/12/2011
023094;0230940000;0230949999;COMP;Métropole;20/12/2011
023095;0230950000;0230959999;RMII;Métropole;09/10/2008
023096;0230960000;0230969999;OVH;Métropole;06/11/2008
0230970;0230970000;0230970999;LEGO;Métropole;18/12/2008
0230980;0230980000;0230980999;LEGO;Métropole;25/06/2009
0230981;0230981000;0230981999;LEGO;Métropole;25/06/2009
0230982;0230982000;0230982999;LEGO;Métropole;25/06/2009
0230983;0230983000;0230983999;LEGO;Métropole;25/06/2009
0230984;0230984000;0230984999;LEGO;Métropole;25/06/2009
0230985;0230985000;0230985999;LEGO;Métropole;25/06/2009
023099;0230990000;0230999999;PHON;Métropole;25/09/2008
0231;0231000000;0231999999;FRTE;Métropole;01/01/2017
0232;0232000000;0232999999;FRTE;Métropole;01/01/2017
0233;0233000000;0233999999;FRTE;Métropole;01/01/2017
023400;0234000000;0234009999;SFR0;Métropole;08/12/2011
023401;0234010000;0234019999;FREE;Métropole;08/01/2009
023402;0234020000;0234029999;SFR0;Métropole;08/12/2011
023403;0234030000;0234039999;SFR0;Métropole;08/12/2011
023404;0234040000;0234049999;SFR0;Métropole;08/12/2011
023405;0234050000;0234059999;SFR0;Métropole;08/12/2011
023406;0234060000;0234069999;SFR0;Métropole;08/12/2011
023407;0234070000;0234079999;SFR0;Métropole;08/12/2011
023408;0234080000;0234089999;SFR0;Métropole;08/12/2011
023409;0234090000;0234099999;MCI;Métropole;01/01/2018
02341;0234100000;0234199999;FREE;Métropole;08/01/2009
023420;0234200000;0234209999;FREE;Métropole;08/01/2009
023421;0234210000;0234219999;FREE;Métropole;08/01/2009
023422;0234220000;0234229999;FREE;Métropole;08/01/2009
023423;0234230000;0234239999;FREE;Métropole;08/01/2009
023424;0234240000;0234249999;SFR0;Métropole;08/12/2011
023426;0234260000;0234269999;FREE;Métropole;08/01/2009
023427;0234270000;0234279999;FREE;Métropole;08/01/2009
0234280;0234280000;0234280999;COMP;Métropole;28/09/2004
0234281;0234281000;0234281999;COMP;Métropole;28/09/2004
0234282;0234282000;0234282999;COMP;Métropole;28/09/2004
0234283;0234283000;0234283999;COMP;Métropole;28/09/2004
0234284;0234284000;0234284999;COMP;Métropole;28/09/2004
0234285;0234285000;0234285999;ABPL;Métropole;17/02/2025
0234286;0234286000;0234286999;COMP;Métropole;28/09/2004
0234287;0234287000;0234287999;COMP;Métropole;28/09/2004
0234288;0234288000;0234288999;BKLN;Métropole;14/03/2025
0234289;0234289000;0234289999;COMP;Métropole;28/09/2004
023429;0234290000;0234299999;SFR0;Métropole;08/12/2011
0234300;0234300000;0234300999;COMP;Métropole;28/09/2004
0234301;0234301000;0234301999;COMP;Métropole;28/09/2004
0234302;0234302000;0234302999;4CNN;Métropole;24/03/2025
0234303;0234303000;0234303999;COMP;Métropole;28/09/2004
0234304;0234304000;0234304999;COMP;Métropole;28/09/2004
0234305;0234305000;0234305999;COMP;Métropole;28/09/2004
023431;0234310000;0234319999;SFR0;Métropole;08/12/2011
023432;0234320000;0234329999;SFR0;Métropole;08/12/2011
023433;0234330000;0234339999;SFR0;Métropole;08/12/2011
023434;0234340000;0234349999;SFR0;Métropole;08/12/2011
023435;0234350000;0234359999;SFR0;Métropole;08/12/2011
023436;0234360000;0234369999;SFR0;Métropole;08/12/2011
023437;0234370000;0234379999;SFR0;Métropole;08/12/2011
023438;0234380000;0234389999;SFR0;Métropole;08/12/2011
023439;0234390000;0234399999;SFR0;Métropole;08/12/2011
023440;0234400000;0234409999;OVH;Métropole;02/04/2013
023441;0234410000;0234419999;SFR0;Métropole;08/12/2011
023442;0234420000;0234429999;SFR0;Métropole;08/12/2011
023443;0234430000;0234439999;SFR0;Métropole;08/12/2011
023444;0234440000;0234449999;SFR0;Métropole;08/12/2011
023445;0234450000;0234459999;SFR0;Métropole;08/12/2011
023446;0234460000;0234469999;OVH;Métropole;02/04/2013
023447;0234470000;0234479999;SFR0;Métropole;08/12/2011
023448;0234480000;0234489999;SFR0;Métropole;08/12/2011
023449;0234490000;0234499999;SFR0;Métropole;08/12/2011
023450;0234500000;0234509999;SFR0;Métropole;08/12/2011
023451;0234510000;0234519999;SFR0;Métropole;08/12/2011
023452;0234520000;0234529999;SEWA;Métropole;26/11/2013
023453;0234530000;0234539999;SFR0;Métropole;08/12/2011
023454;0234540000;0234549999;SFR0;Métropole;08/12/2011
023457;0234570000;0234579999;SFR0;Métropole;08/12/2011
023458;0234580000;0234589999;BOUY;Métropole;20/09/2000
023459;0234590000;0234599999;SFR0;Métropole;08/12/2011
023460;0234600000;0234609999;PAOP;Métropole;14/04/2011
023461;0234610000;0234619999;SFR0;Métropole;08/12/2011
023462;0234620000;0234629999;PAOP;Métropole;14/04/2011
023463;0234630000;0234639999;BOUY;Métropole;20/09/2000
023464;0234640000;0234649999;SFR0;Métropole;08/12/2011
023465;0234650000;0234659999;BOUY;Métropole;20/09/2000
023466;0234660000;0234669999;BOUY;Métropole;20/09/2000
023467;0234670000;0234679999;SFR0;Métropole;08/12/2011
023468;0234680000;0234689999;BOUY;Métropole;20/09/2000
023469;0234690000;0234699999;SFR0;Métropole;08/12/2011
023470;0234700000;0234709999;SFR0;Métropole;08/12/2011
023471;0234710000;0234719999;SFR0;Métropole;08/12/2011
023472;0234720000;0234729999;BOUY;Métropole;20/09/2000
023473;0234730000;0234739999;SFR0;Métropole;08/12/2011
023474;0234740000;0234749999;SFR0;Métropole;08/12/2011
023475;0234750000;0234759999;BOUY;Métropole;20/09/2000
023476;0234760000;0234769999;BOUY;Métropole;20/09/2000
023477;0234770000;0234779999;SFR0;Métropole;08/12/2011
023478;0234780000;0234789999;SFR0;Métropole;08/12/2011
023479;0234790000;0234799999;BOUY;Métropole;20/09/2000
023480;0234800000;0234809999;SFR0;Métropole;08/12/2011
023481;0234810000;0234819999;BOUY;Métropole;20/09/2000
023482;0234820000;0234829999;BOUY;Métropole;20/09/2000
023483;0234830000;0234839999;BOUY;Métropole;20/09/2000
023484;0234840000;0234849999;SFR0;Métropole;08/12/2011
023485;0234850000;0234859999;SFR0;Métropole;08/12/2011
023486;0234860000;0234869999;SFR0;Métropole;08/12/2011
023487;0234870000;0234879999;SFR0;Métropole;08/12/2011
023488;0234880000;0234889999;AVMI;Métropole;01/03/2016
023489;0234890000;0234899999;SFR0;Métropole;08/12/2011
02349;0234900000;0234999999;FREE;Métropole;08/01/2009
0235;0235000000;0235999999;FRTE;Métropole;01/01/2017
023600;0236000000;0236009999;COMP;Métropole;20/12/2011
023601;0236010000;0236019999;SFR0;Métropole;08/12/2011
023602;0236020000;0236029999;SFR0;Métropole;08/12/2011
023603;0236030000;0236039999;SFR0;Métropole;08/12/2011
023604;0236040000;0236049999;SFR0;Métropole;08/12/2011
023605;0236050000;0236059999;SFR0;Métropole;08/12/2011
023606;0236060000;0236069999;SFR0;Métropole;08/12/2011
023607;0236070000;0236079999;COMP;Métropole;20/12/2011
023608;0236080000;0236089999;SFR0;Métropole;08/12/2011
023609;0236090000;0236099999;SFR0;Métropole;08/12/2011
023610;0236100000;0236109999;COMP;Métropole;20/12/2011
023611;0236110000;0236119999;UPCF;Métropole;01/05/2014
023612;0236120000;0236129999;UPCF;Métropole;01/05/2014
023613;0236130000;0236139999;UPCF;Métropole;01/05/2014
023614;0236140000;0236149999;SFR0;Métropole;08/12/2011
023615;0236150000;0236159999;SFR0;Métropole;08/12/2011
023616;0236160000;0236169999;SFR0;Métropole;08/12/2011
023617;0236170000;0236179999;SFR0;Métropole;08/12/2011
023618;0236180000;0236189999;SFR0;Métropole;08/12/2011
023619;0236190000;0236199999;COMP;Métropole;17/01/2012
02362;0236200000;0236299999;SFR0;Métropole;08/12/2011
023630;0236300000;0236309999;SFR0;Métropole;08/12/2011
